Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),CO2 (kg/kg),CO (kg/kg)
0.0,,0.008,,,,,,,0.0,0.0,0.0
3.0,,0.021,,,,,,,0.1,0.17,-0.003
6.0,,0.012,,,,,,,0.099,0.18,-0.003
9.0,,0.037000000000000005,,,,,,,0.1,0.19,0.0
12.0,,0.392,,,,,,,0.099,0.78,0.023
15.0,,1.9840000000000002,,,,,,,0.098,2.91,0.085
18.0,,4.569,,,,,,,0.098,4.75,0.098
21.0,,5.97,,,,,,,0.098,4.82,0.068
24.0,,5.374,,,,,,,0.098,3.92,0.041
27.0,,4.093,,,,,,,0.098,3.21,0.028
30.0,,3.089,,,,,,,0.097,2.78,0.022
33.0,,2.499,,,,,,,0.096,2.51,0.017
36.0,,2.222,,,,,,,0.096,2.37,0.014
39.0,,2.114,,,,,,,0.095,2.31,0.013
42.0,,2.092,,,,,,,0.094,2.28,0.013
45.0,,2.042,,,,,,,0.094,2.24,0.012
48.0,,2.041,,,,,,,0.094,2.23,0.013
51.0,,2.0100000000000002,,,,,,,0.093,2.19,0.013
54.0,,1.969,,,,,,,0.092,2.17,0.013
57.0,,1.9000000000000001,,,,,,,0.092,2.13,0.014
60.0,,1.868,,,,,,,0.092,2.08,0.014
63.0,,1.8319999999999999,,,,,,,0.092,2.07,0.016
66.0,,1.84,,,,,,,0.091,2.09,0.018
69.0,,1.801,,,,,,,0.09,2.06,0.018
72.0,,1.791,,,,,,,0.089,2.09,0.017
75.0,,1.787,,,,,,,0.088,2.13,0.017
78.0,,1.7750000000000001,,,,,,,0.087,2.13,0.015
81.0,,1.757,,,,,,,0.086,2.09,0.013
84.0,,1.725,,,,,,,0.084,2.09,0.011
87.0,,1.6580000000000001,,,,,,,0.083,2.05,0.006
90.0,,1.607,,,,,,,0.081,2.04,0.003
93.0,,1.58,,,,,,,0.08,2.09,0.0
96.0,,1.6030000000000002,,,,,,,0.078,2.15,0.0
99.0,,1.597,,,,,,,0.077,2.15,0.0
102.0,,1.565,,,,,,,0.075,2.15,0.0
105.0,,1.524,,,,,,,0.075,2.14,0.0
108.0,,1.496,,,,,,,0.073,2.13,0.0
111.0,,1.4540000000000002,,,,,,,0.072,2.15,0.0
114.0,,1.456,,,,,,,0.071,2.2,0.004
117.0,,1.446,,,,,,,0.07,2.2,0.005
120.0,,1.4030000000000002,,,,,,,0.069,2.15,0.008
123.0,,1.375,,,,,,,0.068,2.19,0.011
126.0,,1.397,,,,,,,0.066,2.25,0.011
129.0,,1.3719999999999999,,,,,,,0.065,2.21,0.013
132.0,,1.326,,,,,,,0.064,2.22,0.013
135.0,,1.3090000000000002,,,,,,,0.064,2.22,0.012
138.0,,1.338,,,,,,,0.063,2.3,0.013
141.0,,1.349,,,,,,,0.063,2.27,0.007
144.0,,1.316,,,,,,,0.062,2.23,0.007
147.0,,1.3119999999999998,,,,,,,0.062,2.27,0.007
150.0,,1.274,,,,,,,0.062,2.2,0.0
153.0,,1.288,,,,,,,0.061,2.27,0.0
156.0,,1.3319999999999999,,,,,,,0.06,2.32,0.0
159.0,,1.3419999999999999,,,,,,,0.06,2.32,0.0
162.0,,1.306,,,,,,,0.06,2.28,0.0
165.0,,1.2919999999999998,,,,,,,0.059,2.31,0.0
168.0,,1.278,,,,,,,0.06,2.26,0.0
171.0,,1.26,,,,,,,0.059,2.23,0.0
174.0,,1.264,,,,,,,0.059,2.26,0.005
177.0,,1.3030000000000002,,,,,,,0.058,2.34,0.006
180.0,,1.311,,,,,,,0.059,2.36,0.004
183.0,,1.285,,,,,,,0.059,2.26,0.007
186.0,,1.291,,,,,,,0.059,2.29,0.005
189.0,,1.3219999999999998,,,,,,,0.059,2.31,0.004
192.0,,1.328,,,,,,,0.059,2.32,0.007
195.0,,1.3780000000000001,,,,,,,0.059,2.42,0.006
198.0,,1.431,,,,,,,0.058,2.46,0.0
201.0,,1.423,,,,,,,0.058,2.44,0.0
204.0,,1.382,,,,,,,0.058,2.35,0.0
207.0,,1.369,,,,,,,0.058,2.39,0.0
210.0,,1.3900000000000001,,,,,,,0.057,2.46,0.0
213.0,,1.4709999999999999,,,,,,,0.057,2.64,0.0
216.0,,1.4780000000000002,,,,,,,0.056,2.54,0.005
219.0,,1.4080000000000001,,,,,,,0.055,2.55,0.005
222.0,,1.433,,,,,,,0.054,2.66,0.004
225.0,,1.413,,,,,,,0.054,2.55,0.0
228.0,,1.368,,,,,,,0.053,2.6,0.006
231.0,,1.433,,,,,,,0.052,2.81,0.011
234.0,,1.4780000000000002,,,,,,,0.051,2.79,0.01
237.0,,1.44,,,,,,,0.051,2.76,0.014
240.0,,1.4380000000000002,,,,,,,0.05,2.82,0.014
243.0,,1.4709999999999999,,,,,,,0.049,2.89,0.017
246.0,,1.5030000000000001,,,,,,,0.048,2.95,0.015
249.0,,1.4580000000000002,,,,,,,0.047,2.88,0.014
252.0,,1.406,,,,,,,0.047,2.84,0.009
255.0,,1.361,,,,,,,0.045,2.86,0.011
258.0,,1.415,,,,,,,0.045,3.07,0.016
261.0,,1.499,,,,,,,0.045,3.06,0.009
264.0,,1.482,,,,,,,0.044,3.12,0.009
267.0,,1.5690000000000002,,,,,,,0.043,3.4,0.014
270.0,,1.609,,,,,,,0.043,3.33,0.005
273.0,,1.591,,,,,,,0.042,3.4,0.0
276.0,,1.575,,,,,,,0.041,3.42,0.0
279.0,,1.5280000000000002,,,,,,,0.04,3.43,0.006
282.0,,1.58,,,,,,,0.04,3.65,0.009
285.0,,1.6540000000000001,,,,,,,0.039,3.76,0.008
288.0,,1.646,,,,,,,0.039,3.62,0.007
291.0,,1.584,,,,,,,0.039,3.54,0.005
294.0,,1.57,,,,,,,0.038,3.67,0.015
297.0,,1.6330000000000002,,,,,,,0.038,3.82,0.023
300.0,,1.696,,,,,,,0.037,3.97,0.022
303.0,,1.73,,,,,,,0.036,4.02,0.021
306.0,,1.6500000000000001,,,,,,,0.036,3.86,0.013
309.0,,1.52,,,,,,,0.035,3.68,0.011
312.0,,1.4380000000000002,,,,,,,0.035,3.61,0.016
315.0,,1.485,,,,,,,0.035,3.88,0.022
318.0,,1.534,,,,,,,0.034,3.95,0.015
321.0,,1.475,,,,,,,0.033,3.87,0.016
324.0,,1.423,,,,,,,0.032,3.95,0.017
327.0,,1.445,,,,,,,0.031,4.13,0.019
330.0,,1.4380000000000002,,,,,,,0.031,4.18,0.015
333.0,,1.432,,,,,,,0.03,4.22,0.014
336.0,,1.409,,,,,,,0.029,4.29,0.011
339.0,,1.317,,,,,,,0.028,4.08,0.008
342.0,,1.206,,,,,,,0.028,4.0,0.0
345.0,,1.187,,,,,,,0.027,4.03,0.0
348.0,,1.216,,,,,,,0.027,4.19,0.0
351.0,,1.224,,,,,,,0.026,4.21,0.0
354.0,,1.187,,,,,,,0.025,4.24,0.0
357.0,,1.147,,,,,,,0.025,4.18,0.0
360.0,,1.083,,,,,,,0.024,4.23,0.0
363.0,,1.063,,,,,,,0.023,4.24,0.0
366.0,,1.016,,,,,,,0.022,4.27,0.0
369.0,,0.9500000000000001,,,,,,,0.021,4.29,0.0
372.0,,0.91,,,,,,,0.02,4.41,0.0
375.0,,0.9259999999999999,,,,,,,0.019,4.77,0.0
378.0,,0.914,,,,,,,0.019,4.72,0.0
381.0,,0.8240000000000001,,,,,,,0.018,4.61,0.0
384.0,,0.799,,,,,,,0.017,4.99,0.0
387.0,,0.78,,,,,,,0.016,5.27,0.0
390.0,,0.73,,,,,,,0.015,5.09,0.016
393.0,,0.675,,,,,,,0.015,5.03,0.042
396.0,,0.611,,,,,,,0.014,5.01,0.07
399.0,,0.545,,,,,,,0.013,5.02,0.104
402.0,,0.507,,,,,,,0.012,5.1,0.131
405.0,,0.46399999999999997,,,,,,,0.013,4.83,0.131
408.0,,0.43700000000000006,,,,,,,0.012,4.94,0.134
411.0,,0.423,,,,,,,0.011,4.91,0.17
414.0,,0.4,,,,,,,0.011,4.71,0.19
417.0,,0.36100000000000004,,,,,,,0.011,4.49,0.201
420.0,,0.35100000000000003,,,,,,,0.011,4.57,0.225
423.0,,0.33799999999999997,,,,,,,0.01,4.75,0.245
426.0,,0.337,,,,,,,0.01,5.06,0.264
429.0,,0.363,,,,,,,0.01,5.32,0.279
432.0,,0.355,,,,,,,0.009,5.28,0.245
435.0,,0.33799999999999997,,,,,,,0.01,5.05,0.224
438.0,,0.326,,,,,,,0.01,5.1,0.216
441.0,,0.318,,,,,,,0.009,5.1,0.193
444.0,,0.318,,,,,,,0.009,5.19,0.21
447.0,,0.324,,,,,,,0.009,5.39,0.229
450.0,,0.315,,,,,,,0.009,5.41,0.208
453.0,,0.305,,,,,,,0.009,5.4,0.199
456.0,,0.29600000000000004,,,,,,,0.009,5.27,0.192
459.0,,0.281,,,,,,,0.009,5.2,0.185
462.0,,0.28,,,,,,,0.009,5.24,0.207
465.0,,0.30100000000000005,,,,,,,0.009,5.25,0.213
